1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
42,1.5707963267949,0,0,0,0,0
43,1.5707963267949,0,0,0,0,0
30,0,1,0,0,0,1
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,1,0,0,0,1
34,0,1,0,0,1,1
35,0,1,0,0,1,0
44,-1.5707963267949,0,0,0,0,0
45,-1.5707963267949,0,0,0,0,0
16,3.14159265358979,1,0,0,0,1
15,3.14159265358979,0,0,0,0,0
14,3.14159265358979,0,0,0,0,0
13,3.14159265358979,0,0,0,0,0
12,3.14159265358979,0,0,0,0,0
11,3.14159265358979,0,0,0,0,0
10,3.14159265358979,0,0,0,0,0
9,3.14159265358979,0,0,0,0,0
8,3.14159265358979,0,0,0,0,0
7,3.14159265358979,0,0,0,0,0
6,3.14159265358979,0,0,0,0,0
5,3.14159265358979,0,0,0,0,0
4,3.14159265358979,0,0,0,0,0
3,3.14159265358979,0,0,0,0,0
2,3.14159265358979,0,0,0,0,0
1,3.14159265358979,0,0,0,0,0
